Ensembl ID,Gene symbol,Gene type,OS1,OS2,OS3,OS4,LS1,LS2,LS3,LS4
ENSG00000124614.13,RPS10,protein_coding,1145,981,1044,907,859,986,555,979
ENSG00000124615.17,MOCS1,protein_coding,220,381,220,190,215,117,173,193
ENSG00000124635.8,HIST1H2BJ,protein_coding,423,391,226,360,259,182,331,411
ENSG00000124641.14,MED20,protein_coding,359,444,280,344,258,159,250,251
ENSG00000124659.6,TBCC,protein_coding,578,840,594,576,828,514,632,858
ENSG00000124688.13,MAD2L1BP,protein_coding,374,465,372,422,527,298,354,474
ENSG00000124701.5,APOBEC2,protein_coding,0,7,2,0,0,0,15,0
ENSG00000124702.17,KLHDC3,protein_coding,1569,2310,1382,1739,1189,1055,1174,1357
ENSG00000124713.5,GNMT,protein_coding,15,17,14,6,14,7,31,40
ENSG00000124721.17,DNAH8,protein_coding,24,43,34,33,37,18,31,26
ENSG00000124733.3,MEA1,protein_coding,1390,1846,1389,1663,1715,1164,1466,1588
ENSG00000124743.5,KLHL31,protein_coding,4,11,6,3,1,6,1,4
ENSG00000124749.16,COL21A1,protein_coding,15,64,19,22,6,19,15,10
ENSG00000124762.13,CDKN1A,protein_coding,2258,2354,1676,1580,3629,2643,2704,3539
ENSG00000124766.5,SOX4,protein_coding,3377,3773,2756,3265,2470,1626,1870,2295
ENSG00000124767.6,GLO1,protein_coding,2571,3261,2615,2852,2641,1872,2091,2554
ENSG00000124772.11,CPNE5,protein_coding,151,239,67,169,31,42,55,69
ENSG00000124782.19,RREB1,protein_coding,1732,2988,1721,1881,2176,1601,2179,2505
ENSG00000124783.12,SSR1,protein_coding,11717,16665,12241,13398,13231,10625,17109,17112
ENSG00000124784.8,RIOK1,protein_coding,638,860,570,589,644,479,760,712
ENSG00000124785.8,NRN1,protein_coding,647,733,541,549,502,458,558,583
ENSG00000124786.9,SLC35B3,protein_coding,777,909,860,858,1335,905,1146,1513
ENSG00000124787.13,RPP40,protein_coding,847,1049,783,848,676,494,663,801
ENSG00000124788.17,ATXN1,protein_coding,1130,1781,1098,1249,2374,1419,1869,2258
ENSG00000124789.11,NUP153,protein_coding,2019,2938,1899,2507,2565,1591,2480,2478
ENSG00000124795.14,DEK,protein_coding,6581,8156,6820,6661,4985,4125,5101,5698
ENSG00000124802.11,EEF1E1,protein_coding,825,829,809,855,666,552,593,794
ENSG00000124813.20,RUNX2,protein_coding,9,25,13,16,14,18,17,22
ENSG00000124818.14,OPN5,protein_coding,0,2,3,2,6,4,12,3
ENSG00000124831.18,LRRFIP1,protein_coding,7004,8871,5833,6882,15591,9885,11864,14248
ENSG00000124835.2,AC105760.3,antisense,0,22,2,1,7,14,5,8
ENSG00000124839.12,RAB17,protein_coding,50,60,64,53,32,15,43,18
ENSG00000124875.9,CXCL6,protein_coding,87,134,143,112,5,38,36,69
ENSG00000124882.3,EREG,protein_coding,10,28,11,7,11,6,13,29
ENSG00000124920.13,MYRF,protein_coding,32,95,23,28,59,37,99,86
ENSG00000124942.13,AHNAK,protein_coding,23830,46263,22314,26367,48667,39398,52566,52131
ENSG00000125037.12,EMC3,protein_coding,2038,2814,2203,2196,4037,2846,4347,4312
ENSG00000125046.14,SSUH2,protein_coding,1,2,8,7,3,2,0,20
ENSG00000125089.16,SH3TC1,protein_coding,1288,1998,1012,1216,2095,1181,1603,2054
ENSG00000125107.16,CNOT1,protein_coding,7473,12120,7227,7848,6142,4627,6647,7592
ENSG00000125122.14,LRRC29,protein_coding,17,53,19,37,32,32,42,38
ENSG00000125124.11,BBS2,protein_coding,384,572,397,393,305,218,335,375
ENSG00000125144.13,MT1G,protein_coding,96,95,85,91,112,106,178,190
ENSG00000125148.6,MT2A,protein_coding,40731,34610,37812,38780,33457,62522,47891,55485
ENSG00000125149.11,C16orf70,protein_coding,187,219,144,149,179,107,192,122
ENSG00000125166.12,GOT2,protein_coding,5380,7118,5485,5298,4407,4190,4447,5444
ENSG00000125170.10,DOK4,protein_coding,475,635,395,426,800,543,748,1012
ENSG00000125245.12,GPR18,protein_coding,5,13,2,2,34,8,4,13
ENSG00000125246.15,CLYBL,protein_coding,54,46,34,53,2,15,11,26
ENSG00000125247.15,TMTC4,protein_coding,865,1130,686,860,693,467,662,740
ENSG00000125249.6,RAP2A,protein_coding,2999,3476,2889,3203,3024,2426,2749,3319
ENSG00000125255.6,SLC10A2,protein_coding,1,3,0,1,12,4,4,8
ENSG00000125257.13,ABCC4,protein_coding,2070,3301,2456,2440,2140,2043,2612,3007
ENSG00000125266.6,EFNB2,protein_coding,1124,1982,959,1191,484,192,437,397
ENSG00000125285.5,SOX21,protein_coding,24,5,13,23,11,6,12,21
ENSG00000125304.8,TM9SF2,protein_coding,7046,9605,6820,7727,9983,6666,9836,11096
ENSG00000125319.14,C17orf53,protein_coding,24,61,40,21,22,24,26,14
ENSG00000125347.13,IRF1,protein_coding,302,388,296,333,508,279,397,467
ENSG00000125351.10,UPF3B,protein_coding,885,1089,821,958,643,638,734,764
ENSG00000125352.5,RNF113A,protein_coding,385,348,341,379,267,215,326,390
ENSG00000125354.22,6-Sep,protein_coding,1428,1837,1417,1380,2932,2404,2825,3282
ENSG00000125355.15,TMEM255A,protein_coding,1,1,2,5,7,1,11,8
ENSG00000125356.6,NDUFA1,protein_coding,2155,2369,2345,2271,2086,1804,1828,2276
ENSG00000125375.14,ATP5S,protein_coding,203,255,211,273,95,95,103,200
ENSG00000125378.15,BMP4,protein_coding,381,604,288,412,327,233,477,389
ENSG00000125385.9,RP11-297B17.2,processed_pseudogene,2,6,5,7,6,4,2,3
ENSG00000125386.14,FAM193A,protein_coding,1519,2254,1483,1691,2264,1399,2191,2367
ENSG00000125388.19,GRK4,protein_coding,123,209,135,129,166,131,218,226
ENSG00000125398.5,SOX9,protein_coding,1,12,9,1,5,2,0,4
ENSG00000125409.12,TEKT3,protein_coding,6,4,5,9,0,0,3,1
ENSG00000125430.8,HS3ST3B1,protein_coding,30,71,50,64,55,43,67,68
ENSG00000125434.10,SLC25A35,protein_coding,61,140,97,123,91,56,121,112
ENSG00000125445.10,MRPS7,protein_coding,1792,2289,1621,1643,1771,1186,1692,2047
ENSG00000125447.16,GGA3,protein_coding,826,1342,792,943,1333,799,1311,1346
ENSG00000125449.6,ARMC7,protein_coding,271,340,250,197,677,382,616,607
ENSG00000125450.10,NUP85,protein_coding,1178,2020,1103,1447,1007,863,1194,1308
ENSG00000125454.11,SLC25A19,protein_coding,238,450,242,266,325,121,278,359
ENSG00000125457.13,MIF4GD,protein_coding,174,263,115,176,64,29,120,77
ENSG00000125458.6,NT5C,protein_coding,220,250,212,209,159,87,133,151
ENSG00000125459.14,MSTO1,protein_coding,445,835,435,467,534,424,733,767
ENSG00000125462.16,C1orf61,protein_coding,15,11,16,19,17,30,23,29
ENSG00000125482.12,TTF1,protein_coding,577,825,415,519,425,364,427,585
ENSG00000125484.11,GTF3C4,protein_coding,1695,2286,1556,1709,1230,857,1148,1304
ENSG00000125485.17,DDX31,protein_coding,469,769,460,523,396,294,540,532
ENSG00000125492.9,BARHL1,protein_coding,3,5,2,2,1,0,1,9
ENSG00000125503.12,PPP1R12C,protein_coding,2776,4710,2585,3165,3540,2346,4324,4677
ENSG00000125505.16,MBOAT7,protein_coding,8531,13242,7296,7481,10354,7532,11499,11273
ENSG00000125510.15,OPRL1,protein_coding,49,17,36,60,42,34,49,27
ENSG00000125520.13,SLC2A4RG,protein_coding,801,1040,733,868,494,515,489,623
ENSG00000125531.6,C20orf195,protein_coding,13,59,22,16,55,6,16,40
ENSG00000125534.9,PPDPF,protein_coding,8363,9657,6780,6955,8067,7125,7902,9206
ENSG00000125538.11,IL1B,protein_coding,2,1,9,7,5,6,5,3
ENSG00000125551.18,PLGLB2,protein_coding,9,6,5,14,13,9,33,30
ENSG00000125611.15,CHCHD5,protein_coding,330,412,251,293,122,176,198,210
ENSG00000125618.16,PAX8,protein_coding,2,3,6,8,43,30,26,42
ENSG00000125629.14,INSIG2,protein_coding,1652,1925,1431,1406,661,716,1046,1127
ENSG00000125630.15,POLR1B,protein_coding,859,1468,983,1046,880,565,808,952
ENSG00000125631.7,HTR5BP,transcribed_unprocessed_pseudogene,1,10,5,3,6,3,11,14
ENSG00000125633.10,CCDC93,protein_coding,963,1314,813,1036,1915,969,1648,1719
ENSG00000125637.15,PSD4,protein_coding,21,20,18,16,112,20,91,94
ENSG00000125648.14,SLC25A23,protein_coding,674,1186,745,737,433,298,521,467
ENSG00000125650.4,PSPN,protein_coding,70,77,65,83,103,93,82,129
ENSG00000125651.13,GTF2F1,protein_coding,1962,2475,1850,2047,2053,1420,1749,2248
ENSG00000125652.7,ALKBH7,protein_coding,431,600,443,403,234,126,225,267
ENSG00000125656.8,CLPP,protein_coding,1253,1367,990,1088,1074,848,895,1078
ENSG00000125657.4,TNFSF9,protein_coding,47,33,41,19,30,15,61,63
ENSG00000125675.17,GRIA3,protein_coding,3,6,3,2,7,9,7,11
ENSG00000125676.19,THOC2,protein_coding,2900,3935,2696,2934,3231,2184,3336,3581
ENSG00000125686.11,MED1,protein_coding,2821,4531,2555,3051,2620,2128,2720,3003
ENSG00000125691.12,RPL23,protein_coding,15529,17305,14625,15958,7741,8777,8180,9865
ENSG00000125703.14,ATG4C,protein_coding,325,365,252,311,333,236,299,353
ENSG00000125730.16,C3,protein_coding,2,0,2,0,5,2,2,16
ENSG00000125731.12,SH2D3A,protein_coding,10,9,6,7,50,23,35,48
ENSG00000125733.17,TRIP10,protein_coding,686,1099,586,712,1054,592,1097,1184
ENSG00000125734.13,GPR108,protein_coding,730,1230,777,795,1320,800,1459,1632
ENSG00000125735.10,TNFSF14,protein_coding,5,1,1,1,0,7,1,5
ENSG00000125740.13,FOSB,protein_coding,2147,668,866,1294,255,191,368,418
ENSG00000125741.4,OPA3,protein_coding,451,594,422,499,547,354,465,533
ENSG00000125743.10,SNRPD2,protein_coding,2885,3327,2693,2791,2670,2134,2734,2665
ENSG00000125744.11,RTN2,protein_coding,102,182,87,130,106,111,132,145
ENSG00000125746.14,EML2,protein_coding,196,321,184,172,207,278,294,300
ENSG00000125753.13,VASP,protein_coding,1501,1818,1242,1238,3011,1798,2672,3019
ENSG00000125755.18,SYMPK,protein_coding,1056,1598,820,874,987,768,1094,1322
ENSG00000125772.12,GPCPD1,protein_coding,429,478,283,405,633,348,527,716
ENSG00000125775.14,SDCBP2,protein_coding,150,128,132,105,130,193,154,199
ENSG00000125779.21,PANK2,protein_coding,811,1089,853,801,1284,666,1104,1490
ENSG00000125787.11,GNRH2,protein_coding,0,2,3,4,3,4,7,6
ENSG00000125804.13,FAM182A,processed_transcript,0,10,0,2,2,8,9,6
ENSG00000125810.9,CD93,protein_coding,28879,43140,26042,29881,36386,29640,36840,43291
ENSG00000125812.15,GZF1,protein_coding,507,804,509,579,1112,546,966,1264
ENSG00000125813.13,PAX1,protein_coding,6,1,4,3,4,3,7,5
ENSG00000125814.17,NAPB,protein_coding,258,393,280,305,549,329,739,738
ENSG00000125817.7,CENPB,protein_coding,1655,2357,1385,1487,1662,1419,1675,1981
ENSG00000125818.17,PSMF1,protein_coding,5503,8278,5322,6227,5098,4261,4888,5246
ENSG00000125821.11,DTD1,protein_coding,1569,1791,1466,1775,418,642,646,695
ENSG00000125826.19,RBCK1,protein_coding,1426,2152,1484,1478,2308,1716,2035,2790
ENSG00000125827.8,TMX4,protein_coding,2808,2630,2567,2610,1212,1328,1860,1882
ENSG00000125834.12,STK35,protein_coding,932,1427,808,884,1191,827,1020,1308
ENSG00000125835.17,SNRPB,protein_coding,1751,2225,1581,1623,1055,1110,968,1414
ENSG00000125841.12,NRSN2,protein_coding,928,1717,773,1007,1048,1017,1232,1323
ENSG00000125843.10,AP5S1,protein_coding,326,400,300,355,242,182,258,319
ENSG00000125844.15,RRBP1,protein_coding,25465,31647,22191,22830,29658,23121,27613,35115
ENSG00000125845.6,BMP2,protein_coding,5313,5104,4161,4959,1822,1291,1548,1909
ENSG00000125846.15,ZNF133,protein_coding,193,325,182,218,218,151,225,274
ENSG00000125848.9,FLRT3,protein_coding,2,9,3,3,2,10,4,15
ENSG00000125850.10,OVOL2,protein_coding,10,6,11,5,14,10,7,27
ENSG00000125851.9,PCSK2,protein_coding,2,6,4,3,6,7,12,4
ENSG00000125863.17,MKKS,protein_coding,1086,1237,1058,1009,529,754,696,869
ENSG00000125864.11,BFSP1,protein_coding,183,256,170,179,630,263,588,570
ENSG00000125868.15,DSTN,protein_coding,7454,7821,6963,7472,15576,10264,13032,15605
ENSG00000125869.9,LAMP5,protein_coding,0,0,18,12,1,9,0,0
ENSG00000125870.10,SNRPB2,protein_coding,1777,1794,1457,1697,1504,1380,1328,1642
ENSG00000125871.13,MGME1,protein_coding,380,550,356,377,201,221,259,238
ENSG00000125872.7,LRRN4,protein_coding,1,0,4,5,5,0,3,0
ENSG00000125875.13,TBC1D20,protein_coding,916,1658,1066,1115,1622,935,1479,1686
ENSG00000125877.12,ITPA,protein_coding,516,615,519,509,271,393,350,470
ENSG00000125878.5,TCF15,protein_coding,7,42,18,19,11,6,20,28
ENSG00000125885.13,MCM8,protein_coding,453,626,408,404,226,273,378,489
ENSG00000125895.5,TMEM74B,protein_coding,25,17,16,7,4,8,23,13
ENSG00000125898.12,FAM110A,protein_coding,164,269,149,206,616,472,531,635
ENSG00000125901.5,MRPS26,protein_coding,655,1145,668,703,818,559,690,925
ENSG00000125910.5,S1PR4,protein_coding,15,23,13,8,15,18,20,12
ENSG00000125912.10,NCLN,protein_coding,2645,4122,2794,2921,3546,2543,4308,4397
ENSG00000125931.10,CITED1,protein_coding,1,12,3,3,4,1,0,3
ENSG00000125944.18,HNRNPR,protein_coding,9521,12271,8848,9959,7492,6741,7367,8734
ENSG00000125945.14,ZNF436,protein_coding,586,758,448,575,738,259,390,557
ENSG00000125952.18,MAX,protein_coding,1211,1454,1120,1115,1184,1078,1351,1467
ENSG00000125962.14,ARMCX5,protein_coding,346,424,343,248,171,160,134,154
ENSG00000125965.8,GDF5,protein_coding,6,1,4,10,3,5,3,5
ENSG00000125966.9,MMP24,protein_coding,46,74,43,33,74,31,76,63
ENSG00000125967.16,NECAB3,protein_coding,197,336,188,221,243,126,273,230
ENSG00000125968.8,ID1,protein_coding,610,1838,759,769,8747,5914,9383,10060
ENSG00000125970.11,RALY,protein_coding,3294,4903,3245,3746,2951,2131,2669,3342
ENSG00000125971.16,DYNLRB1,protein_coding,2825,4014,2566,3003,3009,2517,2914,3214
ENSG00000125977.6,EIF2S2,protein_coding,4337,4824,3899,4046,3583,3358,3673,4176
ENSG00000125991.18,ERGIC3,protein_coding,3671,5459,3572,4019,3866,3039,4320,4822
ENSG00000125995.15,ROMO1,protein_coding,3784,3583,3622,3349,2324,2540,2334,3075
ENSG00000125997.5,BPIFB9P,transcribed_unprocessed_pseudogene,1,5,1,0,11,7,0,0
ENSG00000125998.7,FAM83C,protein_coding,4,0,0,4,16,0,0,8
ENSG00000126001.15,CEP250,protein_coding,1073,1781,1171,1134,1079,895,991,1064
ENSG00000126003.6,PLAGL2,protein_coding,866,1329,880,805,855,515,809,863
ENSG00000126005.15,MMP24-AS1,antisense,475,505,412,474,286,360,354,381
ENSG00000126012.11,KDM5C,protein_coding,1874,2673,1418,1698,2693,1618,2652,2804
ENSG00000126016.13,AMOT,protein_coding,10,13,8,19,22,20,6,47
ENSG00000126062.3,TMEM115,protein_coding,1113,1475,1155,1166,1398,1119,1769,1752
ENSG00000126067.11,PSMB2,protein_coding,4575,5897,4110,4639,3959,3436,4176,4340
ENSG00000126070.18,AGO3,protein_coding,1309,2260,1328,1423,1833,1146,1771,2285
ENSG00000126088.12,UROD,protein_coding,1837,2167,1960,2116,1266,1061,1443,1580
ENSG00000126091.19,ST3GAL3,protein_coding,247,316,216,249,169,234,235,335
ENSG00000126106.13,TMEM53,protein_coding,164,252,150,139,207,149,141,230
ENSG00000126107.14,HECTD3,protein_coding,2030,2991,1962,2170,2608,1565,2475,2587
ENSG00000126214.20,KLC1,protein_coding,1517,2386,1128,1297,2284,1438,2902,2969
ENSG00000126215.13,XRCC3,protein_coding,71,119,92,57,89,77,109,147
ENSG00000126216.12,TUBGCP3,protein_coding,501,692,529,546,367,374,409,399
ENSG00000126217.20,MCF2L,protein_coding,2,13,5,7,42,68,32,51
ENSG00000126218.11,F10,protein_coding,4,11,7,1,0,0,1,1
ENSG00000126226.21,PCID2,protein_coding,1161,1731,1130,1394,1533,1028,1576,1908
ENSG00000126231.13,PROZ,protein_coding,7,5,10,7,13,0,23,22
ENSG00000126243.8,LRFN3,protein_coding,269,433,263,245,355,199,300,372
ENSG00000126246.9,IGFLR1,protein_coding,6,4,6,3,3,0,10,0
ENSG00000126247.10,CAPNS1,protein_coding,8871,11877,9347,9862,7114,5658,7222,8103
ENSG00000126249.7,PDCD2L,protein_coding,238,386,237,270,158,148,131,181
ENSG00000126254.11,RBM42,protein_coding,2181,2990,2110,2016,1879,1748,1935,2237
ENSG00000126259.19,KIRREL2,protein_coding,9,0,4,4,1,1,2,13
ENSG00000126261.12,UBA2,protein_coding,1199,1571,1127,1337,1282,865,1245,1455
ENSG00000126264.9,HCST,protein_coding,4,6,4,2,4,9,4,4
ENSG00000126267.8,COX6B1,protein_coding,4701,5316,4296,4497,3660,2955,3350,4142
ENSG00000126351.12,THRA,protein_coding,363,728,284,374,398,241,327,436
ENSG00000126368.5,NR1D1,protein_coding,318,693,282,302,323,229,376,350
ENSG00000126391.13,FRMD8,protein_coding,2176,3208,2198,2630,3539,2865,3659,4491
ENSG00000126432.13,PRDX5,protein_coding,2839,3869,3073,3228,2606,1976,2389,3037
ENSG00000126453.9,BCL2L12,protein_coding,285,296,254,240,195,142,163,189
ENSG00000126456.15,IRF3,protein_coding,485,588,419,463,564,448,608,637
ENSG00000126457.20,PRMT1,protein_coding,2859,3404,2886,2614,1655,1525,1766,2208
ENSG00000126458.3,RRAS,protein_coding,1622,2175,1440,1558,4146,2555,2639,3968
ENSG00000126460.10,PRRG2,protein_coding,36,39,44,22,69,38,98,81
ENSG00000126461.14,SCAF1,protein_coding,808,1153,633,667,785,551,843,976
ENSG00000126464.13,PRR12,protein_coding,452,872,402,492,502,399,519,477
ENSG00000126500.3,FLRT1,protein_coding,5,12,2,2,12,9,8,6
ENSG00000126522.16,ASL,protein_coding,578,736,627,494,466,412,688,701
ENSG00000126524.9,SBDS,protein_coding,1548,2197,1768,2052,2429,1895,2295,2230
ENSG00000126549.9,STATH,protein_coding,20,25,24,21,3,11,29,26
ENSG00000126561.16,STAT5A,protein_coding,188,401,178,168,163,131,148,177
ENSG00000126562.16,WNK4,protein_coding,27,56,43,14,79,43,46,83
ENSG00000126581.12,BECN1,protein_coding,1181,1910,1112,1242,1219,817,1348,1552
ENSG00000126583.10,PRKCG,protein_coding,63,38,9,27,10,46,52,46
ENSG00000126602.10,TRAP1,protein_coding,622,973,474,570,247,213,370,299
ENSG00000126603.8,GLIS2,protein_coding,401,466,357,340,527,430,550,599
ENSG00000126653.15,NSRP1,protein_coding,1651,2194,1337,1467,1277,1211,1526,1561
ENSG00000126698.10,DNAJC8,protein_coding,3015,4074,2944,3189,2901,2124,2817,3559
ENSG00000126705.13,AHDC1,protein_coding,859,1088,874,801,1975,939,1297,1893
ENSG00000126709.14,IFI6,protein_coding,486,653,531,449,722,487,450,700
ENSG00000126733.20,DACH2,protein_coding,12,8,8,13,16,9,6,16
ENSG00000126746.17,ZNF384,protein_coding,775,1378,597,702,897,574,1046,1029
ENSG00000126749.14,EMG1,protein_coding,511,709,611,631,396,368,474,520
ENSG00000126756.11,UXT,protein_coding,1165,1423,1251,1296,1125,867,1079,1202
ENSG00000126759.12,CFP,protein_coding,34,16,20,16,225,158,206,174
ENSG00000126767.17,ELK1,protein_coding,260,347,182,255,262,196,244,210
ENSG00000126768.12,TIMM17B,protein_coding,467,466,357,393,385,359,426,460
ENSG00000126773.12,PCNXL4,protein_coding,1699,2175,1712,1875,2105,1480,2166,2515
ENSG00000126775.8,ATG14,protein_coding,574,846,450,538,453,329,480,560
ENSG00000126777.17,KTN1,protein_coding,9513,13679,9459,10640,14553,11205,15201,15572
ENSG00000126778.8,SIX1,protein_coding,58,48,56,50,41,36,15,42
ENSG00000126785.12,RHOJ,protein_coding,10152,16051,9022,10330,16500,11710,17941,19667
ENSG00000126787.12,DLGAP5,protein_coding,894,883,901,957,152,276,355,284
ENSG00000126790.11,L3HYPDH,protein_coding,303,378,339,325,336,271,309,321
ENSG00000126803.9,HSPA2,protein_coding,99,167,122,82,229,79,243,289
ENSG00000126804.13,ZBTB1,protein_coding,1534,2347,1492,1766,3008,1484,2602,3092
ENSG00000126814.6,TRMT5,protein_coding,907,1099,513,797,574,571,652,660
ENSG00000126821.7,SGPP1,protein_coding,339,529,305,418,428,324,429,457
ENSG00000126822.15,PLEKHG3,protein_coding,46,86,50,75,34,17,14,37
ENSG00000126838.9,PZP,protein_coding,36,46,25,19,22,14,19,21
ENSG00000126858.16,RHOT1,protein_coding,672,791,603,777,797,651,864,838
ENSG00000126860.11,EVI2A,protein_coding,2,1,7,2,8,2,40,6
ENSG00000126861.4,OMG,protein_coding,4,10,11,1,12,18,18,7
ENSG00000126870.15,WDR60,protein_coding,730,1038,601,740,1353,827,1480,1706
ENSG00000126878.12,AIF1L,protein_coding,112,188,118,153,122,76,96,154
ENSG00000126882.12,FAM78A,protein_coding,951,1606,799,1029,433,350,531,527
ENSG00000126883.16,NUP214,protein_coding,3394,5591,3433,3889,3141,2268,3464,3306
ENSG00000126903.15,SLC10A3,protein_coding,593,973,555,541,841,752,808,746
ENSG00000126934.13,MAP2K2,protein_coding,3165,3727,3514,3128,3225,2684,2712,4205
ENSG00000126945.8,HNRNPH2,protein_coding,2868,3733,2910,3209,2893,2181,2562,3103
ENSG00000126947.11,ARMCX1,protein_coding,1049,1438,1062,1071,2578,1479,1997,2514
ENSG00000126950.7,TMEM35,protein_coding,73,55,51,44,10,4,5,5
ENSG00000126953.5,TIMM8A,protein_coding,518,584,501,534,450,390,426,507
ENSG00000126970.15,ZC4H2,protein_coding,400,552,315,378,232,209,268,275
ENSG00000127022.14,CANX,protein_coding,34145,46775,34187,36493,53915,34553,55968,58784
ENSG00000127054.18,CPSF3L,protein_coding,1362,1836,1064,1158,1394,905,1479,1660
ENSG00000127074.14,RGS13,protein_coding,11,9,10,19,21,8,17,17
ENSG00000127080.9,IPPK,protein_coding,54,58,34,50,52,22,43,91
ENSG00000127081.13,ZNF484,protein_coding,362,464,313,405,580,308,447,399
ENSG00000127084.17,FGD3,protein_coding,2,8,0,7,7,16,4,9
ENSG00000127124.13,HIVEP3,protein_coding,307,463,276,377,414,424,463,637
ENSG00000127125.8,PPCS,protein_coding,507,628,541,620,400,372,381,420
ENSG00000127152.17,BCL11B,protein_coding,23,13,24,24,20,26,33,31
ENSG00000127184.10,COX7C,protein_coding,4529,4210,4469,4674,4183,3271,3075,4409
ENSG00000127191.17,TRAF2,protein_coding,281,343,224,210,551,237,462,470
ENSG00000127220.5,ABHD8,protein_coding,46,43,37,46,21,32,36,47
ENSG00000127241.16,MASP1,protein_coding,25,54,30,19,48,18,28,49
ENSG00000127249.14,ATP13A4,protein_coding,3,2,2,2,8,3,10,0
ENSG00000127252.5,HRASLS,protein_coding,8,3,0,2,2,2,0,0
ENSG00000127311.9,HELB,protein_coding,191,132,106,140,136,88,104,74
ENSG00000127314.17,RAP1B,protein_coding,6910,7869,6056,6863,10801,7894,8821,10595
ENSG00000127325.18,BEST3,protein_coding,28,23,20,17,23,10,10,24
ENSG00000127328.21,RAB3IP,protein_coding,578,695,648,562,356,199,349,411
ENSG00000127329.14,PTPRB,protein_coding,10261,18628,9677,11677,25288,14580,30666,30296
ENSG00000127334.10,DYRK2,protein_coding,442,621,297,294,295,216,220,354
ENSG00000127337.6,YEATS4,protein_coding,547,862,545,696,312,406,353,545
ENSG00000127362.2,TAS2R3,protein_coding,0,0,0,0,4,1,6,10
ENSG00000127364.3,TAS2R4,protein_coding,6,2,8,3,12,14,18,28
ENSG00000127366.5,TAS2R5,protein_coding,3,9,1,0,15,2,0,2
ENSG00000127399.14,LRRC61,protein_coding,21,7,9,9,18,8,8,11
ENSG00000127415.12,IDUA,protein_coding,401,725,329,436,572,404,669,734
ENSG00000127418.14,FGFRL1,protein_coding,1544,1991,1239,1527,652,686,788,858
ENSG00000127419.16,TMEM175,protein_coding,333,509,245,289,288,287,472,482
ENSG00000127423.10,AUNIP,protein_coding,160,181,88,63,26,30,50,62
ENSG00000127445.13,PIN1,protein_coding,1228,1422,1184,1074,866,813,799,1073
